Silhouette,Calinski_Harabasz,Davies_Bouldin,ARI_language,Method
-0.03573847934603691,43.53660123235501,13.311649099275602,0.00037015285087586364,kmeans
-0.02781663089990616,17.89941006705913,27.60011325790763,0.0010986880167483015,agg
,,,0.0,dbscan
